SampleType	SampleID	Drug	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
Patient	PSC070	Gefitinib	-0.771369049	0	0	-0.979061295	-0.339008293	-0.624237121	0	-0.36467528	0	0.294701103	-0.524149069	-0.500536578	0	-0.751702331	-0.735059486	-0.849097745	-0.738301144	0	0	0	0	0	-0.924805928	-0.697953858	0	0	-0.799275046	0	0	0	0	-0.399615647	-0.672547733	0	-0.371552287	0	0	0	-0.193848442	-0.714277393	0	0.856076783	0	-0.24353641	0	-0.506866038	-0.854940605	0	-0.461622599	-0.296622898	0	-0.243885661	0
Patient	PSC070	Trametinib	-0.199092604	0.172917612	0	0	0	0	0	0	0	0	0	0.724748914	-0.236914069	0	0	0	0	0	0	0	0	0.325928119	0	0	0	0.328163123	0	0	0	0	0	0	0	0	0	0	0.559704981	0.144568576	0	-0.636413328	0	0.458268806	0	0	0	0	0	-0.161124753	-0.174792357	-0.095184148	0.321280602	0	0
Patient	PSC070	Everolimus	-0.556998878	0	0	0	0	-0.223953174	0	0	0	0.301988813	0	0	0	0	0	0	0	0	0	0	0	0	-0.31188638	-0.632522106	-0.572658906	-0.389888892	0	0	0	-0.570861386	-0.679725834	0	0	0	-0.374292037	-0.731641965	-0.630896991	0.215012456	0	-2.796071593	-0.596933349	0	-0.871853746	-0.57560065	0	-0.341994201	-2.351403014	-0.63500139	-0.239863448	0	0	-0.258099019	0
Patient	PSC071	AZD5363	6.284558137	4.111922382	0.826027474	0	0	-0.261286173	0	0.56100164	0.162664878	0	0	0	1.727844499	0	0	-0.343907789	0	0.56726063	-0.662812834	-0.43329758	0	0	0.291352699	0.18267057	0.178036483	0	0	0	0	0	0	0.685400272	0	0.981175242	1.127302722	0.016681124	0	0	0	1.482672326	0.672442867	0	-1.02243602	0.18097192	0.094970912	0	-0.56179553	0.184956356	0	0	0.24921597	-0.43243676	0
Patient	PSC071	GDC0941	0	-0.396633067	0.837238228	-1.229510071	0	-0.437332563	0	0.701424115	0	0	-0.257671166	-0.275607572	-0.270451723	0	-0.44789302	-0.860863443	-0.497830936	0.543966591	0	0	0	0	0.324713878	-0.166667673	0.113704256	0	0	0	0	0	0	0.632959887	-0.378535752	0	0.29315378	0.192948798	0	-0.221820759	0	-0.188252505	0	0	-1.394950585	0.169811564	0.321355439	-0.304030315	0.127474681	0.427804941	0.555488461	0.53784497	0.47901115	0	0
Patient	PSC071	Gefitinib	0.30564238	0.445292725	0.41330677	0	0.169961921	0.33843288	0	0.224735521	0.332619718	0	0.144896629	-0.814953563	0	0	0	-0.280169815	0.222126674	0.655174936	0	0	0	0.523898064	0.551770551	-0.663141905	0	0	0	-0.61315377	0	0	0	0.262435888	-0.328998181	0	0	-0.051523773	0	-0.837209097	0	-0.142354591	0.682240483	0	0	0	0.207146681	-1.503429529	0.216987955	0	0	0	0	0	-0.35605232
Patient	PSC071	Trametinib	0	0.699497992	0.971366778	-4.3643304	0.343646504	0.11450762	0.300173293	0.481237812	0.395061369	0	-1.598246972	-0.246717574	-1.248949249	0	-1.321904859	-2.118832409	-2.502500678	0.224265159	0	0	0	0	0.349719791	-0.444451716	0.23283382	0.3307228	0	0	0.433079811	0	0	0.559342792	0	0	0	0.186902086	0	-1.112459464	0	0.321922127	0.918436961	0	0	0.353940706	0.298813053	-0.437825559	0.309102076	0	0.433799618	0	0	0	0
Patient	PSC071	Everolimus	0	0.150735844	1.140931476	-2.061587676	-0.863377016	-1.256113346	-1.255700032	1.108652313	1.195568151	0.376491132	-1.381121654	0.582758632	0.555068596	-1.761489869	-1.183636291	-1.62527715	-1.283753964	0.509190243	-0.904760856	-0.714275852	0.449126709	0.664018661	0.786057939	-0.155609368	-0.967966106	-0.809942833	0.921461587	-1.068993725	1.209432731	-0.789541339	-1.47893953	0.766849754	-1.989045569	0.404218052	0.306489259	-0.597688006	-0.797691703	-0.51945421	0.523541996	-2.583266305	-0.474632526	0.739520868	-1.536147994	-0.645624258	-0.794037604	-1.193734738	-1.151389159	-0.621664405	0.367267045	0.526358114	0	-0.413406527	0.461843562
Patient	PSC072	AZD5363	1.713964656	2.313739297	0.583002543	0	0	0.374381871	0	0	0.543350701	0	0.359227857	0	0.288564645	0	0	0.37903254	0.250847672	0	0.459988138	0	0	-0.219519025	0.333567802	0	0.191631953	0.316528508	0.43061249	0	0.420292305	0	0	0	0.869122758	0	0.800708418	0.239561706	0.153507059	0	0	0	0.377694606	0.521356922	-0.328206213	0.280032984	0.211812922	0.469442044	0	-0.196435412	0.25525597	0.327589236	0.396450163	0	-0.851787241
Patient	PSC072	GDC0941	0	0	0	0	0	0.367176844	0	0	0.450771918	0	0.342549188	0	0	0	0.356136375	0	0	0.520914231	0.680686516	0.494291576	0	0.181164859	0.548896643	0	0	0.438289874	0.386748992	0.344419087	-0.468753084	0	0	0	0	0.282825103	0.365798367	0	0	0	0	0	0.382077552	0	-0.271047253	0.304687748	0	0	0.523199538	0.296642076	0.030820226	0.168921263	0	0	0
Patient	PSC072	Gefitinib	0	-0.115706564	0	0	0	0	0	0	0	0	0	0	-0.270678473	0	0	0	0	0	0	0	0	0	0.423313828	-0.246128679	0	0	-0.735727912	0	0	-0.299092001	0	0	0	-0.372274845	0	0.176332432	-0.141668944	0	0	0	0.131868082	0	0.145572204	0	0	0	0	-0.592945586	0	0	-0.383685795	0	0
Patient	PSC072	Trametinib	0	0.516509232	0.581537482	0	0.630328015	0	0	0	0	0	0	0	-0.469004018	0.319671515	0	0	0	0	0.767168062	0	0	-0.211126046	0.698499517	0.260607746	0.089081931	0.191654956	0	0	0	0	0	0.337836657	0.532198729	0.601993456	0.371394198	0.338212545	0.41565663	0.369375921	0	0	0	0.657211309	-0.09285098	0.31140293	0	0	0.39186888	0	0.37330925	0.520330786	0.439848095	0	0.55058621
Patient	PSC072	Everolimus	0	0.37600415	0	0	0	0	0	0	0	0	0.354953268	0	0	0	0	0	0	0	0.740147139	0.459365597	0	-0.320597784	0	0	0.071259464	0.382469019	0	0.482028462	0.252945753	0	0	0.359111002	0	0	0.566065737	0.365874835	0	0	0.340243554	-0.77260538	0	0	-0.444775183	0.312141068	0	0	0.27975926	0	0.405752539	0	0.307262676	0.622433404	0.318709202
Patient	PSC073	AZD5363	1.947475828	3.55331671	0	0	0	0	0	0	0	-0.485244319	0	-0.538443489	0.770131796	0	0	0	0	0	0	0	-0.256755878	-0.841840408	0	0	-0.199491873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800390871	0	0	0	0	-0.250055123	0	-0.905775041	0	0	0	0	0	-0.327657895
Patient	PSC073	GDC0941	0	0	0	0	0	0	0	-0.176983893	0	0	0	0	0	0	0	0	0	0	0	0	0.295210874	0	0	-0.315112467	0.132084636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240335175	0	0	0	0.551037078	0	0	0	0	0	-0.219632158	-0.488257208	0	0.38391376
Patient	PSC073	Gefitinib	0	0	0	0	0	0	0	0	0	0.551632201	0	0.207475816	0	0	0	0	0	0	0	0	0.462666024	0	0	0	0	0	0	0	0	0	0	-0.109391066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.479181409	0	0.472791855
Patient	PSC073	Trametinib	0	0	0	0	0	0	0	0	0	0	0	-0.196836823	0	0	0	0	0	0	0	0	-0.082217292	0	0	0	-0.591947727	0	0	0	0.968946547	0	-1.699291987	0.20870718	0	0	0	0	0	0	0	-0.433247683	0	0	0	0	-0.144097037	0	0	0	0.311761453	0.275049675	0	0	0
Patient	PSC073	Everolimus	0	0.341677412	0	1.301796093	0.979133937	1.085213767	0.98547054	0	0	0.383149849	1.107877787	0.281198244	0	1.03652888	1.036077392	1.096879854	1.206317135	0	0	-1.690684898	0.402582201	0	0	0.22483934	-0.228442171	0	0	0	0	-0.936283217	1.03039851	-0.143838632	1.126654053	0	0	0	0	0	0	-2.657706194	0	0	0	0	0.841687418	0.865348942	-2.961631875	0	0	0	0	0	0.359522043
Cellline	A549	AZD5363	5.646041779	3.937870304	0	0.210209706	0	0.277812338	0	0	0	0	0.223574608	0	0	0.256288226	0.208741439	0.337406453	0.226476999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6374262	0	0	0	0	0	0	0	0	0	0	0	-0.693732357	0	0	0.244981643	-2.494965111	0	0	0	0	0	0
Cellline	A549	GDC0941	0.786629181	0	0	0.454732584	0.369561682	0.646704046	0.402293705	0	0	0	0.523653328	0	0	0.466841879	0.424526935	0.588466976	0.547187051	0	0	0	0	0	0	0	0.109499326	0.302041375	0	0	0	0	0	0	0.350071345	0	0	0	0	0	0	0.198561466	0	0	0.279295716	0.552071508	0.524516746	0.619434321	-0.764894369	0	0	0.150372084	0	0	0
Cellline	A549	Gefitinib	0	0	0	0.298771755	0.142572884	0.423252471	0.337999762	0	0	0.689740468	0.393574734	0	0	0.299675996	0.33506191	0.439872242	0.37996457	0.552679763	0	0	0	0	0.198807733	0	0.053679564	0.505524578	0	0.243163185	0.337767413	0	0.660182823	0	0	0	0	0	0	0	0	0.31528848	0	0	0.412393526	0	0	0.31226204	0	0	0	0	0.144249121	0	0
Cellline	A549	Trametinib	0.3541889	0	0	0.346238951	0.220902513	0.519128787	0.332851357	0	0	0	0.41792774	0	0	0.391363105	0.392069151	0.455665062	0.40871148	0	0	0	0	0	0	0	0.138194802	0.45334646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402574548	0	0	0.288161677	0	0.442973402	0.378139036	0	0	0	0	0	0	0
Cellline	A549	Everolimus	0	0	0	0.249475378	0	0.389372247	0	0	0	0	0.436308017	0	0	0.339126337	0.246266142	0.333246298	0.382412	0	0	0	0	0	0	0	0.080816395	0.440508005	0.231715505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226815818	0	0	0.294269752	-0.970198313	0	0	0	0.122821344	0	0
Cellline	CORL105	AZD5363	5.87925922	3.968874751	-0.405834252	0.332735102	0	0.187205942	0	-0.232875675	0	0	0.190707148	0	0	0	0.186134291	0	0.30206855	0	-0.62963444	-0.584358453	0	0	0	0	0	0	0	0.539471967	0.800139383	0	-0.664078624	0.65823688	0	0.795941463	0	-0.361928632	0	0.509594067	-0.107922516	0	0	0	-1.531572741	0	0	0.130388716	-1.942591262	-0.678273222	0.25232077	0	0.11603322	-1.128688364	0
Cellline	CORL105	GDC0941	-0.332587813	-1.031768746	0	0.294156089	0	0.132442645	-0.114925544	0	0	-0.53178488	0	0	0.524130411	0	0.064568166	0	0.097789943	0	0.276959094	0.25092026	0	0	0.463878793	0.546093556	0	0	0	0	0	0.674705878	0	0	0	0.973699826	1.181140955	0	0	0.729753849	0	-0.705634515	0	-0.457591366	-0.324160635	0	-0.24342985	0	-0.8899865	-0.481771891	-0.162202696	0	0.159109784	-0.240736098	0
Cellline	CORL105	Gefitinib	2.826964432	2.194897697	-0.510974216	0.207363782	0	0	0	-0.546252891	-0.403155351	0	0	0	-2.782635348	0	-0.116472395	0	-0.092722747	0	-0.146088669	-0.51186456	0	0	0.267537023	0.152450346	0	0	0	0	0	0	-0.895341444	0	0.769248934	0	-1.007096415	0	0	0.569549098	0.146032873	0	0	-0.444699203	0	0.218276674	-0.446447684	-0.305688983	-0.671009778	-0.445850994	0	0	0	0	0
Cellline	CORL105	Trametinib	1.856722255	1.134383602	0.316612551	0.267232382	0	0	0.241454901	0	0.919315128	1.752187802	0	1.148796974	0	0	0.053107577	0	0.230282558	0.844236011	1.277652039	0.340277201	1.226736575	1.065927244	0.979954021	0.801302215	0.539219483	0.530936361	1.327371026	0.578846184	1.319769304	1.329196118	-0.666133449	0.380683683	0.751126606	0.942134495	1.599967582	0.563723389	0.609770757	0.782733469	0.273487369	0.656984191	1.422024478	0	0.762416047	0.816140784	-0.455655735	0	0.930635494	0.90546731	0.23780198	0.430800616	0.675541452	1.309965473	1.066628432
Cellline	CORL105	Everolimus	1.657073601	2.170975768	0.279133005	0.332735851	0	0	0	0.268097053	0	-0.517795481	0.093780782	0	-0.7590812	0	0.175318151	0	0.327852458	0	1.135646757	1.063921835	0	0	-0.434668968	-0.19297599	0.423156174	0	0	0	-1.034278244	0	-0.439101931	0	0.24785626	0.666608989	0	0.904731662	0	0.250582523	0.579673468	0	0	-0.49909708	0	0.719985435	0	0.144071278	0	0.418046488	0.590301236	0	0.219339361	0.874521941	0
Cellline	H1373	AZD5363	3.946638771	0.575491555	-1.047203878	0.362976428	0.35769872	0.322957452	0.23456852	-1.002033335	0	0	0.285041906	-0.415789128	0	0	0.221686505	0.372198289	0.314121708	0	-1.311061152	-1.132250936	0	0	0	0	-0.142726808	0	0.285618733	-0.265032621	0	-1.172673189	0.841077718	0	0.402682683	0	0	-0.450382384	-0.510481483	0	0	0	0.133341266	-0.088668731	0	0	0.138791118	0.354519809	-1.282978496	-0.378887966	0	-0.085179745	0	-1.515548653	0.193551701
Cellline	H1373	GDC0941	0	0	0	0	0	0	-0.136486303	0	0.296755518	0.318953482	0	-0.27708663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.141891178	-0.201737525	0	0	0	0	0	0	0	0	-0.398049608	0	-0.385220841	-0.870034244	-0.142993735	0	-1.901851588	0	0	0	-1.243044342	0	0	-0.09588523	0	-0.874144727	-0.203278592
Cellline	H1373	Gefitinib	-0.216394052	0	0	0	0.343892751	0	0.096193644	0	0	-0.325829247	0	-0.423454819	0	0	0	0	0	0.292847867	0	0	0	0	0	-0.859124107	0	0	0	-0.213655514	0	0	0	0.39009743	0	0	0	0	0	0	0	-0.283030492	-0.171306162	-0.217514591	0	0	0.200386211	0.309035376	0	0	0	-0.122029821	0	0	-0.243416455
Cellline	H1373	Trametinib	1.621693648	0	0	0	0	0	0	0	0	0	0	-0.509305446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.082385261	0.989891685	0	0	0	0	-2.066480541	0	0	0	0	0	0	0.37990039	0.386159381	0	0	0.100768677	0.398190756	0.394295759	0	-0.375680882	0	0	0	-0.103689583
Cellline	H1373	Everolimus	0	0	0	0	0	0	0	0	0.567138022	0.299955483	-0.420912282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22163749	0.502988797	0	0	0	0	0	0	0	0	0	0	-0.483633479	-0.126367823	-0.110124744	0	0	0.287623281	0	0	0	0	0	0	0	-0.087117007
Cellline	H1437	AZD5363	4.876520779	3.673862116	-0.893799339	-0.39602711	-0.541159961	-0.736709394	-0.461877295	0	0.194951192	-0.508448155	-0.797548224	0	-0.360574586	-0.555679637	0	0	-0.407223815	-0.465562342	0	0	0	0	0	0	0	-0.484671165	0	0	0	0	0	0	0	0	0	0	0	0	-0.526177624	0.755865637	-0.44538446	0	-1.786935447	0	-0.662876425	-1.061978995	0	0.405853452	-0.448819078	-0.469655097	-0.48348425	0	0
Cellline	H1437	GDC0941	-0.757981614	0	-0.303149438	0.404258881	0	0	0.279597508	0	-0.106218343	-0.567462014	0	-0.258644453	-0.31594399	0.522300987	0	0.399422938	0.299174244	-0.729789032	0	0	-0.396782267	0	0	0	-0.854325224	-0.230024545	0	0	0	-1.506567079	0	0	0	-0.570318522	0	0	0	0	-0.315252381	-0.859017811	-1.338295028	0	-0.809262424	0	0	0.269018511	0	-0.578286787	0	-0.308117881	0.068842919	0	0
Cellline	H1437	Gefitinib	-0.810415918	0	-0.686292722	0.090308	-0.172069518	-0.184638049	0	0	-0.140730738	-0.90682899	-0.241698953	-0.768708131	-0.677350733	-0.323882653	0	0	0	-0.445726768	0	0	-0.86425407	-0.743678985	0	0	0	-0.418520397	-0.758953005	0	0	-0.498700872	0	0	0	0	0	0	0	0	-0.395701061	0	-0.618681278	-0.269922679	-0.595863688	0	0	0	0	0	-0.455193383	-0.235021302	-0.403527683	0	0
Cellline	H1437	Trametinib	0	0	-0.232672305	0.544020916	0.232597689	0.382590002	0.311441982	0	-0.706792687	-0.91649759	0.181746725	-0.511295493	0	0	0.538837804	0.434508337	0.575067804	-0.521983448	0	0	-0.49485627	0	0	0.460543732	0	-0.863020366	-1.042615223	0	0	-0.487413504	0	0.706987562	0	1.024123117	0	0	0	0.372693433	0	-0.341613877	0.390438253	-0.472179892	0	0	0	0.650150382	0	0	0.265625817	0.542324572	1.00441516	0	-1.3459875
Cellline	H1437	Everolimus	0.456836489	0	0	-0.166898918	-0.584062607	-0.396687407	-0.311088645	0	-0.20468424	0.509158796	-0.34774046	0	-0.32466285	0.3769464	0	0	0.233884428	0	0	0	0	0.384527734	0	0.544090656	0	-0.569968704	0	0	0	-0.309450978	0	0.437763755	0	1.426390185	0	0	0	0.521393038	0.253573788	-0.941130786	0.64556864	-0.397329318	-0.728246196	0	-0.748088469	0	0	0	0.321072671	0.496698313	0.43274568	0	0
Cellline	H1563	AZD5363	5.402486668	4.027745152	0	-0.102474447	0	0	0	0.329882528	0.136059259	0.185492619	0	-0.617413548	0	0	0	0	0	0	0	0	0	-0.443608942	-0.226017507	0	0	0	0	0	0	0	0	0	0	0	1.106326174	0	0.534911331	0	0	0	0	0	-0.662260435	1.064748274	-0.268957461	0	-1.937046241	0	0	0	0	0	-0.163157483
Cellline	H1563	GDC0941	0	0	0	0.144438278	0	0	0.193925715	0	0	-0.227686999	0	-2.680511108	0	0	0	0	0	-0.441299507	0	0	-1.089942403	-0.303654202	0	0	0.126793907	0	0	0	0	0	0	0	0	0	0	0	-0.543774216	-0.713736819	0	-1.08757718	0	-0.481253131	-0.72312737	0	0.18226579	0	-2.122646991	-0.43571724	0	0	0	0	-0.159532676
Cellline	H1563	Gefitinib	-1.299962529	0	0	0	0	0	0.194225357	0	0	-0.287865758	0	-1.799583556	0	0	0	0	0	0	0	0	-0.669039805	0	-0.33631266	0	0.053999282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352986501	0	0	-0.159715912	0	0	0	0	0	0	0	0.270030708	0	0	0
Cellline	H1563	Trametinib	0	0	0	0	0	0	0	0.456938719	-0.434608512	-0.32804839	0	-1.505865451	0	0	0	0	0	0	0	0	-0.824699654	-0.33105232	-0.376495291	0	-0.221575658	0	0	0	0	0	0	0	0	0	0	0	-0.551436116	0	0	0	0	0	0	0	0.107743759	0	-0.634400984	0	0	0.368485051	0	0	-0.335661574
Cellline	H1563	Everolimus	0	-0.724441076	0	-0.254830484	0	0	-0.283985059	0	0.102461512	0	-0.344962805	-1.657724034	0	-0.29570135	-0.412731612	-0.395839422	0	0	0	0	-0.668719798	-0.336823534	0	0	0	0	0	0	0	0	0	0	0.368470762	0	0	0	0	0	0	-1.803780536	0.362770488	0.20284733	-0.720007331	0	-0.233776044	-0.415145721	-2.474558487	-0.377064714	0	0	0	-2.120003863	0.30574511
Cellline	H1568	AZD5363	5.098299177	1.719393118	0	-0.228752267	0.207303193	0	0	0	-0.153653341	-0.428815674	0	-0.638845712	0	0	0	0	0	0	-0.539494889	-0.99612891	0	0	-0.675146149	-0.310828931	-0.16478458	0	0	0	0	0	0	0	0.125495695	0	0	-0.465397571	0	0	0	0.917634741	0.336940634	0	-1.333369751	-0.279757221	-0.177287463	0	-2.70287128	-0.44175473	0	0	-0.717613176	-1.289191475	0
Cellline	H1568	GDC0941	0	0	0	0	0	0	-0.092967699	0	-0.228795894	-0.45954713	-0.264022835	0	-0.574177548	0	-0.319953417	0	0	0	-0.84660848	-0.968181348	0	0	0	0	-0.1455067	0	0	0	0	0	0	0	-0.150223268	-1.018356121	-1.270898839	-0.376775963	0	0	0	-1.04013119	-0.377454576	0	-1.294303734	-0.397128232	-0.128811619	0	-2.697727564	-0.359372105	0	0	0	-1.611259595	-0.32565356
Cellline	H1568	Gefitinib	-0.728167345	0	0.497419751	-0.157196879	0	0	-0.082559819	0	-0.299434317	0	0	-1.132817261	-1.196458399	0	-0.39846349	0	0	-0.780928668	-0.751438009	-0.775785365	-0.590652562	-0.577845987	-1.535245597	-0.245526968	-0.22090591	0	0	0	0	0	0	0	-0.185586216	-1.383380178	-1.230176153	-0.369696822	-0.309898724	0.343707149	0	-0.834524333	-0.301703511	0	-0.437293	-0.384917816	-0.219783043	0	-1.092237977	-0.837185909	0	0	0	-0.942212922	-0.203646905
Cellline	H1568	Trametinib	-0.337824582	-0.95352756	0.409227876	-0.650751814	-0.326215381	-0.583893302	-0.534751272	0	-0.134112635	-1.155272831	-0.943062339	0	-1.191809174	0	-1.154288848	-0.693564898	-0.890062995	0	-1.320453262	-0.963978834	0	0	0	0	-0.254596548	0	0	-0.447503571	0	-0.340177869	-0.903245088	0	-0.809250312	-1.93948145	-1.536157	-0.578816131	0	0.513060207	0	-1.298963082	-0.40440076	0	-1.168365011	-0.689006657	-0.269830054	-0.94939257	-1.310967895	-0.527461608	0.199519898	0.19653604	0	-1.445828523	0
Cellline	H1568	Everolimus	0.454944934	0	0	-0.065183617	0.208458331	0	0	0	-0.156512812	-0.639267354	0	0	0	0	0	0	0	0	-0.379984456	0	0	-0.552900739	0	0	0	0	0	0	0	-0.344224312	0	0	0	0	0	0	0	0	0	-1.638549417	-0.226459518	0	-0.30969819	-0.219911876	0.104590551	0	-5.074024004	0	0	0	0	0	0
Cellline	H1650	AZD5363	6.558472758	2.082945857	0	-0.23833794	0	0	-0.132157362	0	0.286946733	0	0	0.174064994	0.97564924	0	0	-0.112348388	0	0.445923766	0	0.391068152	0	0	0	0	0.166096514	0	0	0	0	0	1.047296285	0.379004934	0	1.415314035	0	0.353564184	0	-0.064089097	0.141372831	0	0	0	-1.774105187	0	0	0	-2.015548808	0	-0.43951647	0	0.413966065	0	0
Cellline	H1650	GDC0941	0	-0.440409075	0	-0.205056489	0	0	-0.154680407	0	0	0.993604718	0	0.50050025	0	-0.494046278	0	-0.217915618	0	0	0.704393302	0.395575314	0	0.482037161	0	0	0	0	0	0	0	1.075604188	0	0.418277514	0	0.803848068	0	0.284465305	0	0.074001219	0	0	0	0	0	0	0.213258748	0	0	0	0	0	0.474326461	0.584020404	0
Cellline	H1650	Gefitinib	0	0	0	0	0	0.27974936	0.107770197	0	0.34546546	0	0	-0.451367569	-0.925160668	0	0	0.266481411	0	0.641329172	0.991217039	0.720168095	0	0.289838943	0	0	0.160965725	0	0	0	0	0	0	0	0	0	0	0.393562068	0	0.100995234	0.431131881	0	0	0	0.253982472	0	0.221980042	0	0.717485354	0.289448973	0	0	0.288687616	1.014546629	0
Cellline	H1650	Trametinib	0	0	0	0	0	0.276976697	0.108713225	0	0	0	0	0.564915173	-0.24380032	0	0	0.091710632	0.229076742	0.47183296	0	0.539753206	0.636500495	0.286369484	0	0	0.399788298	0	0	0.302315903	0	0	3.065364129	0.419916292	0.301579465	0.286319099	0	0	0	0	-0.293053821	0	0.319389416	0	0.174873795	0	0.185861863	0	0	0.427047129	0	0	0	0	0.386314889
Cellline	H1650	Everolimus	0	0	0	-0.317396929	0	-0.191972244	-0.170899838	0	0	0	0	0	0	0	0	-0.305070564	0	0	0	0	0	0	0	0	0	0	0	-0.319983815	0	0	0	-0.579453075	0	0	0	0	0	-0.259778573	0	0	0	0	-0.177897789	0	0	0	-0.886852607	0	0	0	0	0	0
Cellline	H1693	AZD5363	3.897245752	3.162348046	-0.439183613	-0.082802404	0.561279836	0	-0.176339122	-0.756415624	-0.358634898	0	-0.147466914	-0.429939992	1.962587997	0.141601831	0	0	0	-0.165388823	0	0	0	0.14845786	-0.564996281	0.969385724	-0.149880949	0	-0.843460727	-0.177361464	0	0	0	0	-0.084731159	1.290588638	0.593190585	0	-0.305023359	0.825357169	0	-1.989617563	0	-0.393575207	-2.25571502	0	0	-0.13422789	-3.879554547	0	-0.120200048	0	0	0	0
Cellline	H1693	GDC0941	0	-0.60571271	0	0	0.554367842	0	0	-0.221287029	-0.091928819	0	0	-0.608536856	0	0	0	0	0	0	0	0	0	0.255552817	0	0	0	0	0	-0.154324466	-0.643603619	0	0	0.427622393	-0.052853674	0	0	0.351359791	0	1.00151088	0	-2.631158046	-0.26275669	0	-1.025069498	0	0	0	-4.124184051	0.114733315	-0.116356617	0	0	0	0.263915465
Cellline	H1693	Gefitinib	-0.408634234	-0.393529712	-0.675306663	-0.132280701	0	-0.272154573	-0.215116581	-1.056926531	-0.160889607	0	-0.240703655	-2.212486265	0	0	0	-0.118044696	0	0	0	0	-1.462485785	-0.243569131	0	0	-0.100637173	-0.440470322	-1.263592559	0	-0.480949391	-0.702214823	0	0	-0.138755448	0	0	-0.337426391	0	0	0	0	-0.569172661	-0.548768923	-0.716000035	0	0	-0.201465277	0	0	-0.301412449	-0.569795101	0	0	-0.270334137
Cellline	H1693	Trametinib	0	0	0	0.05015112	0	0	-0.136659393	0	0.304799815	0	-0.083530795	0.335052392	0	0	0	-0.067895542	0	0.902436146	0	0	0	0.209567524	0	0	0	0	0	0.248573935	0.284991334	0	0	0	-0.03504737	0	0	0	0	0	0	0	-0.505229241	0.256737378	0	0	0	-0.126145007	0	0.223515846	0.381006469	0	0	0	-0.12488446
Cellline	H1693	Everolimus	0	0	-0.501298233	-0.219570006	-0.467373227	-0.316735345	-0.345070124	-0.538279342	0.109188334	0	-0.234630226	-1.225914295	0	-0.243153365	0	-0.248083648	-0.226542434	0	0	0	-0.930359223	-0.098055852	0	0	0	0	-0.399484238	0.173505621	0	0	0	0	-0.248924561	0	0	0	0	0	0	0	0	0	0	0	0	-0.292269066	0	0	0.110710494	0	0	0	0
Cellline	H1734	AZD5363	4.07142339	4.0023316	0.615436083	0	0.297435592	0.365060025	0	0	0	0	0	0	1.449871603	0	0	0	0.194095843	0	0.780452387	0	0	0	0	1.648675208	-0.123146374	0	0	0	0	0	-0.356010429	0.473009046	0	1.364943887	0.952832059	0.333032033	0	0.468493315	-0.386808787	0	0	-1.62078923	2.43010685	0.5458027	0.432933016	0	-0.569041946	-0.347403009	0.216372763	0	0.210704761	0	0
Cellline	H1734	GDC0941	0	-0.224731024	0	0	0	-0.158489007	0	0	0	0	0	0	0.468209886	0	0	0	0	0	0	0	0	0	-0.975797347	1.153599847	0	0	0	0	0	0	-0.266257813	0.161934238	0	0.817784699	0.531162641	0	0	0.306655871	0	-1.120054625	0.457162059	-0.473890587	-0.935770713	0	0.050600343	0	-0.712280539	-0.392579972	0.375287405	0	0	0	0
Cellline	H1734	Gefitinib	0	0	0	0	0	-0.039796629	-0.159855855	0	0	0	0	-0.788317264	0.61807605	0	0	0	0	0	0	0	0	0	-0.99140606	1.451825547	0	0	0	0	-1.280912678	0	-0.344387611	0.317311722	0	0.997803808	0.625977918	0	0	0	0	0	-0.317438554	-0.537504672	0.703755668	0	0.164791957	0	0	-0.197970978	-0.400494294	0	0	0	0
Cellline	H1734	Trametinib	0	0	0	0	0	0.127216194	0	0.949177454	0	0	0.0913903	0	0	0	0	0	0	0	0	0	0	0	0	0.461414151	0	0	0	0	-0.885081165	0	0.410946725	0	0	0.479817458	0	0	0	0.293759528	0	0	0	0	0	0	0.424774098	0	-0.554528612	0	0	0	0	0	0
Cellline	H1734	Everolimus	0	0.27804142	0	0	0	-0.098542094	0.107243006	0	0	0	0.09715359	0	0.367529971	0	0	0	0	0	0	0	0	0	-0.892199166	0.802652371	0.121120051	0	0	0	0	0	0	0	0	0.99190499	0.579995405	0	0	0.135440153	0.363701966	-1.102997299	0.377261509	0	0.852631624	0	0.60422666	0	-0.920067393	0	0	0	0.31836782	0	0
