Rowname	Mutation_Status	Drug	CellLine	SensitivityWithQuartileThreshold	GI50	ContinousSensitivity	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
AUY922_SKLU1	KRAS_mutant	AUY922 	SKLU1	NotSensitive	8.95	0.126770538	0.509630059	0.627847312	0.953854712	0.302759897	0.036791053	0.08335033	0.131051785	1.840155502	0.178196735	-0.666491415	0.125536372	-0.113905843	0.025735864	0.565303417	-0.084171925	0.422444745	-0.067298107	0.283512804	-0.058298716	-0.502377786	1.055406731	0.538450907	0.170190178	0.722433769	0.04644513	0.451321899	0.270104761	-0.022506131	0.457122852	-0.168967719	0.826665855	0.018837283	0.091895652	0.063060304	0.415302676	-0.09762076	0.014764747	0.218357461	0.166804364	0.18264192	-0.006930325	0.056072641	0.520111809	-0.418490319	0.202995495	0.107874151	-0.428106961	0.234730431	-0.717509152	0.436571293	0.172031525	0.39327637	0.588367385
AZD5363_A549	KRAS_mutant	AZD5363 	A549	NotSensitive	1764.67	0.030945914	5.646041779	3.937870304	-0.037097955	0.210209706	0.105348755	0.277812338	0.115497182	0.17104474	0.149796682	0.297525937	0.223574608	-0.530197251	-1.037618573	0.256288226	0.208741439	0.337406453	0.226476999	-0.091837405	-1.289902665	-1.127290878	0.117152439	-0.165243094	0.115794683	-0.273113661	0.006802779	0.142365772	-0.127263261	0.15680253	-0.112648989	-1.050861056	0.6374262	-0.023292157	0.10606465	-0.159611864	-0.806511667	-0.400710413	-0.268603609	-0.117179516	0.225146199	0.019550776	-0.304068091	0.123715374	-0.693732357	0.085545429	0.080980756	0.244981643	-2.494965111	-0.976568201	-0.013989941	0.018521631	0.089198377	-0.858558932	-0.008901064
AZD5363_CORL105	Wild_type	AZD5363 	CORL105	Sensitive	972.97	0.017062366	5.87925922	3.968874751	-0.405834252	0.332735102	-0.01243438	0.187205942	0.001044335	-0.232875675	-0.046402827	0.029740998	0.190707148	-0.17412533	-0.080467466	0.233367246	0.186134291	0.12892918	0.30206855	-0.293248292	-0.62963444	-0.584358453	-0.066025953	-0.051820841	-0.183065374	0.104618507	0.084980359	-0.252051985	-0.145097524	0.539471967	0.800139383	-0.540289816	-0.664078624	0.65823688	0.001712755	0.795941463	0.234006096	-0.361928632	-0.080967187	0.509594067	-0.107922516	0.248445349	0.102336845	-0.045952971	-1.531572741	-0.009299413	-0.069578081	0.130388716	-1.942591262	-0.678273222	0.25232077	-0.049940291	0.11603322	-1.128688364	-0.347696076
AZD5363_H1373	KRAS_mutant	AZD5363 	H1373	NotSensitive	56970.33	0.999053036	3.946638771	0.575491555	-1.047203878	0.362976428	0.35769872	0.322957452	0.23456852	-1.002033335	0.077341221	0.050109475	0.285041906	-0.415789128	-0.24785414	0.091642771	0.221686505	0.372198289	0.314121708	-0.017796815	-1.311061152	-1.132250936	0.101469491	0.03730086	-0.213763951	-0.571241561	-0.142726808	-0.592139733	0.285618733	-0.265032621	0.343745337	-1.172673189	0.841077718	0.121647373	0.402682683	-0.613396267	-0.938387417	-0.450382384	-0.510481483	-0.876692926	-0.090061966	0.035582982	0.133341266	-0.088668731	0.342247655	-0.147094252	0.138791118	0.354519809	-1.282978496	-0.378887966	-0.279352293	-0.085179745	0.084639862	-1.515548653	0.193551701
AZD5363_H1437	Wild_type	AZD5363 	H1437	NotSensitive	2895.67	0.050779553	4.876520779	3.673862116	-0.893799339	-0.39602711	-0.541159961	-0.736709394	-0.461877295	-0.169577514	0.194951192	-0.508448155	-0.797548224	0.061140761	-0.360574586	-0.555679637	-0.248641085	-0.087868959	-0.407223815	-0.465562342	-0.708908413	-1.57505149	-0.140466968	-0.219652114	-0.197366231	0.202594094	-0.023780755	-0.484671165	-0.126224569	-0.026277297	-0.296281257	0.098465013	-0.902445317	-0.17103765	-0.190249606	0.193893885	-0.873954528	-1.592319484	-0.456039568	-0.21706403	-0.526177624	0.755865637	-0.44538446	0.091814327	-1.786935447	-0.438880299	-0.662876425	-1.061978995	-0.423404946	0.405853452	-0.448819078	-0.469655097	-0.48348425	-0.44538446	-0.397175367
AZD5363_H1563	Wild_type	AZD5363 	H1563	NotSensitive	3503.67	0.061441669	5.402486668	4.027745152	0.180423124	-0.102474447	-0.099722112	-0.111781473	-0.126558725	0.329882528	0.136059259	0.185492619	-0.041592936	-0.617413548	-0.297115192	-0.134152005	-0.191424356	-0.071600953	-0.210930564	-0.112635707	0.290753842	0.182821208	0.250235384	-0.443608942	-0.226017507	1.201651331	-0.029662083	-0.307547392	0.167963966	-0.130406052	-0.368947937	-0.054652882	-0.564245841	0.343688328	0.095808302	0.89352113	1.106326174	0.062851585	0.534911331	0.389834688	0.230990771	-0.097663966	0.089788105	0.049911273	-0.662260435	1.064748274	-0.268957461	-0.148032174	-1.937046241	0.028501811	0.046089562	-0.000266073	0.090793818	0.015430826	-0.163157483
AZD5363_H1568	Wild_type	AZD5363 	H1568	NotSensitive	11947	0.209507065	5.098299177	1.719393118	-0.021314996	-0.228752267	0.207303193	0.171133007	0.051237375	-0.458828243	-0.153653341	-0.428815674	0.149158977	-0.638845712	-0.056767803	-0.042139416	0.079514301	0.065158574	0.089248788	-0.003291381	-0.539494889	-0.99612891	-0.223455063	-0.413740353	-0.675146149	-0.310828931	-0.16478458	-0.538425069	0.102565787	-0.228502962	-0.025222984	0.148944141	0.04071217	-0.122305719	0.125495695	-0.661363874	-0.201679174	-0.465397571	-0.132736937	0.131544854	-0.04280361	0.917634741	0.336940634	-0.124540506	-1.333369751	-0.279757221	-0.177287463	0.001674834	-2.70287128	-0.44175473	0.023908843	-0.102601636	-0.717613176	-1.289191475	0.08147413
AZD5363_H1650	EGFR_mutant	AZD5363 	H1650	NotSensitive	26991	0.473324281	6.558472758	2.082945857	-0.281254386	-0.23833794	-0.051852477	0.023759062	-0.132157362	-0.301466367	0.286946733	0.059486884	-0.111898422	0.174064994	0.97564924	-0.141218467	-0.09199321	-0.112348388	-0.079227433	0.445923766	0.379820789	0.391068152	0.013683195	0.167189879	0.314704433	0.209552174	0.166096514	-0.275540735	0.176580929	-0.079073946	0.03979386	-0.224625999	1.047296285	0.379004934	-0.049261321	1.415314035	0.605768917	0.353564184	-0.21424741	-0.064089097	0.141372831	-0.478387322	0.218606602	0.2767176	-1.774105187	-0.378634228	0.126653996	-0.057244888	-2.015548808	0.074877419	-0.43951647	-0.194209657	0.413966065	-0.464173293	0.025986655
AZD5363_H1693	Wild_type	AZD5363 	H1693	NotSensitive	12872	0.225728211	3.897245752	3.162348046	-0.439183613	-0.082802404	0.561279836	-0.107217952	-0.176339122	-0.756415624	-0.358634898	-0.234430467	-0.147466914	-0.429939992	1.962587997	0.141601831	-0.109759954	-0.04967994	0.014287816	-0.165388823	0.141686145	-0.096441468	-0.135866452	0.14845786	-0.564996281	0.969385724	-0.149880949	-0.375808602	-0.843460727	-0.177361464	0.010768133	0.092073981	0.845082781	0.204560787	-0.084731159	1.290588638	0.593190585	0.021699119	-0.305023359	0.825357169	0.279340362	-1.989617563	-0.255956032	-0.393575207	-2.25571502	0.262571507	0.2580044	-0.13422789	-3.879554547	-0.025458561	-0.120200048	-0.364911094	-0.074415162	-0.567208328	-0.03985794
AZD5363_H1734	KRAS_mutant	AZD5363 	H1734	Sensitive	963.37	0.016894017	4.07142339	4.0023316	0.615436083	0.046615453	0.297435592	0.365060025	-0.012054755	-1.285258644	-0.517043764	-0.701373573	0.04065143	-0.566324666	1.449871603	-0.159263824	0.167028716	0.126889677	0.194095843	-0.794222352	0.780452387	0.208234694	-0.908841078	-1.054054326	-0.837920895	1.648675208	-0.123146374	0.019009136	-0.258169452	-0.228484419	-0.699704753	0.098338508	-0.356010429	0.473009046	0.126854983	1.364943887	0.952832059	0.333032033	-0.348614171	0.468493315	-0.386808787	0.095785759	0.025672867	-1.62078923	2.43010685	0.5458027	0.432933016	0.105856887	-0.569041946	-0.347403009	0.216372763	0.184092875	0.210704761	0.484689203	-0.400144471
AZD5363_H1755	BRAF_mutant	AZD5363 	H1755	NotSensitive	1838.67	0.032243605	4.034032919	3.541310397	-0.921540223	0.351957012	0.132203669	0.222648606	0.562620501	-1.726834851	-0.103371351	0.565499094	0.48967588	-0.029316553	0.373638653	0.953739185	0.395338833	0.337065847	0.601695543	-0.032510477	-0.353206727	-0.642996486	-0.446621687	-0.215035515	-0.265709653	0.009595378	-0.106914707	-0.551295901	-0.369545465	-0.075523366	0.020401054	-0.112295219	0.334912193	-0.061079629	0.14326725	0.313650055	0.098343917	-0.057708901	0.014598027	0.371107868	-0.1801681	0.005348994	-0.265208804	-0.080685071	-0.492352477	0.072969942	0.092917381	0.070692589	-1.083951789	0.109790528	-0.066044467	-0.249357904	-0.199620462	-1.016545924	0.045492035
AZD5363_H1781	Wild_type	AZD5363 	H1781	Sensitive	904.93	0.015869191	1.805118877	-0.404356591	0.000626956	0.147773718	-0.549018074	0.051549934	-0.187567346	-0.683099318	0.195748111	-1.033338964	0.018049402	0.046711488	1.42225851	-0.010585161	-0.233345766	-0.264812107	0.051352001	-0.299984623	-0.444374924	-0.837956997	0.654657288	0.86305751	0.019128457	0.723215951	-0.04843103	-0.600480187	0.037050364	-0.601461605	-0.32789062	-0.573708137	-0.521477238	0.303410596	-0.002720165	1.3588193	1.633733943	-0.037838087	-0.725360988	0.497164699	0.167472927	-0.860422472	-0.036950217	-0.069258538	-1.304360152	-0.513964804	-0.305274548	0.072424695	-2.083117611	-0.509300687	-0.144556442	-0.2774982	0.371800075	-0.705649066	-0.029445047
AZD5363_H1792	KRAS_mutant	AZD5363 	H1792	NotSensitive	5010	0.087857236	3.75069898	1.789425859	-1.711540887	-0.61933905	-0.254667619	-0.804228248	-0.077662003	-3.132671922	-0.33249704	0.130253234	-0.817243263	-1.103684884	-1.065897609	1.060474629	-1.024141288	-0.837536812	-1.233653263	-0.215945389	-3.412022679	-2.350563522	-0.705627387	-0.203006333	-0.072054942	-1.425534608	-0.229969573	-0.627758988	-0.735019955	0.124218491	-0.947749279	-0.81373193	-1.554574503	-0.496053308	-0.982629319	-1.888628654	-0.287052655	-1.097761565	-0.608262812	-0.496831671	-0.456524944	-0.846779529	-0.578515469	-0.936707108	-3.163477969	-2.531397151	-0.074438584	-0.886159337	-3.405552756	-0.861449432	-0.338688454	0.124867525	0.105225187	-1.700284432	-0.793528359
AZD5363_H1793	Wild_type	AZD5363 	H1793	NotSensitive	13455.33	0.235957704	4.269641801	3.185499283	-0.630742546	-0.264115347	-0.150443778	-0.354834164	-0.199250147	-0.118213575	-0.319382725	-0.309546515	-0.16454822	-0.618050845	-0.688801053	-0.357285105	-0.112075125	-0.252709196	-0.278572599	-0.260526977	-1.24668427	-1.022978038	-0.131469671	-0.21931577	0.036257774	-0.211322979	-0.093245642	-0.125593105	-0.128860819	-0.195491281	-0.059319885	0.08995998	-0.606904776	0.026836758	0.032492881	-0.500252296	-0.167696047	0.135655039	0.00779431	0.064946399	0.157230747	0.983475055	-0.351500637	0.185468812	-1.254335868	0.321940602	-0.531713941	-0.228636181	-0.481851921	-0.101140061	0.132497722	0.274359215	-0.087940564	-0.035751414	-0.103174175
AZD5363_H1838	Wild_type	AZD5363 	H1838	NotSensitive	8998.33	0.157798084	5.362528797	2.863225675	1.026463573	-0.229467708	-0.24929055	-0.204586175	-0.252235806	0.415827303	-0.2524147	0.34704737	-0.2098705	-0.634594585	1.774653543	-0.064594219	-0.016807961	-0.280475593	-0.062252546	-0.174412189	-0.978910602	-0.722906164	-0.169595172	-0.007551998	-0.337910921	2.429372816	-0.398085643	-0.444895827	-0.181839206	-1.053490559	-1.17167029	0.178171983	0.022744283	1.387071007	-0.053006134	1.576857318	2.40493124	-0.18216719	-0.432487657	2.1509221	1.049226188	-0.871564703	-0.134627322	-0.109181817	-0.822877631	-0.07647143	-0.219968957	0.039356745	-2.872706315	-0.184475872	1.48168556	1.62602332	1.855322348	-0.975447766	-0.658189278
AZD5363_H1944	KRAS_mutant	AZD5363 	H1944	NotSensitive	2712.25	0.047563031	6.219278372	3.598852053	-1.104969249	-0.177834893	0.028725457	-0.052069369	0.064634555	-0.6068699	0.097394087	-0.129548122	0.008222856	0.184290654	-0.00678939	0.324087884	-0.129183851	0.14740866	0.029986134	0.051024123	-0.984677461	-0.803019523	-0.005782232	-0.08022041	0.367497788	0.026501804	-0.053665326	-0.525005252	-0.200514643	-0.031868885	0.358001877	-0.403392909	0.022535567	0.100463056	-0.040224939	-0.061640822	-0.082559031	0.150866069	-0.680958063	-0.06987531	0.055483771	0.188968328	0.141789588	0.173014648	-0.796019499	0.063016389	0.083445601	0.028828377	-3.882994305	0.590543653	-0.274551748	-0.096080171	0.005936234	-1.668166769	-0.140117364
AZD5363_H1975	EGFR_mutant	AZD5363 	H1975	NotSensitive	2262	0.039667279	5.896462159	3.639749669	-0.115730872	-0.029664921	-0.196983595	-0.006871963	-0.077244268	-0.174082772	0.003896219	0.176763134	0.002520144	0.01771182	0.045118482	-0.14113968	0.026329805	-0.047383393	-0.064716195	-0.264661132	0.037495417	0.280838435	0.108568496	0.178614284	0.034858751	0.048708393	0.086961295	0.158015843	0.127790877	0.147570476	0.252350093	0.043524618	-0.195021627	0.235053019	-0.050032703	1.286039447	0.297502129	0.079070677	-0.288154835	-0.024212217	-0.044587124	-2.257617233	0.395757873	0.398428353	-1.973698864	0.570394055	-0.333876621	-0.124797328	-1.976726006	0.274902384	0.011303376	0.164144523	-0.067032951	-0.870746184	-0.041686627
AZD5363_H1993	Wild_type	AZD5363 	H1993	Sensitive	601.73	0.010552163	4.290483029	2.318198742	-0.373385237	-0.043782109	-0.056298396	-0.003041467	-0.105292196	-0.074875079	0.315143228	-0.458828883	-0.000674735	-0.468767073	-0.691510039	-0.334722848	0.036097237	-0.127373551	-0.08988009	0.44919703	-1.656410864	-1.856221296	-0.135456487	-0.302353454	0.023476079	-0.435634455	-0.036654329	-0.317877896	-0.108859982	-0.220022427	-0.099911808	-1.9494583	0.144696282	-0.595956015	-0.803542961	0.164459158	-0.250022384	-0.180876402	-0.037816402	-1.556001935	-0.081787406	-0.190419723	0.120013424	0.376588994	-1.159890974	-0.314119879	-0.16469503	-0.113687159	-3.299621174	0.039908368	0.056243195	0.11296355	0.172259963	-1.419896768	0.108414969
AZD5363_H2030	KRAS_mutant	AZD5363 	H2030	NotSensitive	3763.33	0.065995164	4.713509239	2.696986559	-0.763079617	0.041423378	0.067737811	0.06158115	0.024739128	-1.002996308	-0.083005359	0.617260131	0.05088182	-0.21726687	0.634184979	0.225879141	0.17534662	0.070978099	0.222524571	-0.804499544	-1.753233883	-1.018762798	0.022554102	-0.336814863	-0.153394686	0.43965016	0.156423319	-0.087806345	-0.450974604	0.001579973	-0.677042684	-0.077251831	0.022789305	-0.117562581	0.147996477	0.671403875	0.068312857	-0.144698244	-0.14744542	0.501957142	0.247855861	0.163587828	0.150386061	-0.777304801	-0.769534137	-0.361030199	0.051295733	0.09967155	-0.289299574	0.06455183	-0.177480305	-0.510329231	-0.541465138	-0.414883013	-0.061472197
AZD5363_H2087	BRAF_mutant	AZD5363 	H2087	NotSensitive	2278.67	0.03995961	5.452020613	4.683283416	0.201349912	-0.145532526	-0.277344278	0.02634934	0.169536312	-0.771347664	-0.171742405	-0.368732954	0.120705711	-0.067180965	1.988429024	0.111207668	-0.005710084	-0.187839386	0.208614097	-0.217257064	0.169616219	0.615881883	0.408067608	-0.305524215	0.121521931	1.201532569	-0.066367965	-0.378193283	-0.313237841	-0.356506468	0.086474984	0.146685417	-0.14568116	-0.145726815	0.154573007	0.441834875	1.849737322	0.184921607	-0.117019219	1.364467917	0.396464602	0.278170512	-0.477301428	0.564856976	-0.703136224	0.216599279	-0.090424049	-0.106659317	-0.997822915	0.940228869	-0.277292067	-0.101630492	0.022063173	-0.706751262	0.178200066
AZD5363_H2122	KRAS_mutant	AZD5363 	H2122	NotSensitive	41145.33	0.721539911	5.534066623	4.74038164	0.213484768	0.091621898	-0.061176945	-0.144224586	-0.041223939	-0.103154699	-0.101393961	0.23433237	-0.153030483	0.409182434	-0.179107513	0.134068714	-0.111208985	-0.047124793	-0.201574478	-0.045881626	-1.054781757	-0.771165415	0.137571484	-0.167080087	0.334893049	0.131090181	-0.104496671	-0.443595027	0.50593859	0.216410462	-0.238526703	-0.17871371	0.391098482	-0.127457415	-0.104293094	-0.241097589	0.171525764	-0.073299309	-0.406735232	-0.021192342	0.031506843	1.286660841	0.13653432	-0.001230203	-0.502024449	-0.067685433	0.025968006	-0.153073042	-2.334955875	-0.415223525	-0.23451599	0.311653663	0.087206608	-0.612677133	-0.010094062
AZD5363_H2228	ALK_mutant	AZD5363 	H2228	Sensitive	1554.9	0.027267309	6.044132144	3.29026567	0.927569815	0.291968012	0.109269961	0.601681228	0.299852417	-0.577922082	-0.111228469	-0.434942079	0.184292726	0.230684734	0.546353536	0.176423806	0.230532944	0.22882199	0.268294743	0.234767386	1.790427269	1.1473141	-0.370279361	0.121811196	0.11261123	2.154359032	-0.123126599	-0.198775919	-0.517621077	-0.338403687	-0.161510224	2.091019673	-0.122351848	0.329534414	0.447939279	1.344570546	1.497329264	0.317020843	0.230850342	0.502880377	0.212389341	0.235759368	0.213354079	-0.939645007	-0.422537368	0.212054037	-0.18737831	0.347169235	-1.029464283	0.20377424	0.024366867	0.125112998	0.181498936	0.743564566	0.021322261
AZD5363_H2291	KRAS_mutant	AZD5363 	H2291	Sensitive	642.97	0.011275363	3.47162773	3.115130787	-0.11252253	-0.063725589	-0.206802962	-0.077338874	-0.205921389	0.032773508	0.086768831	0.226272746	-0.258851702	-0.00274017	0.34579857	-0.164597192	-0.120112669	-0.126115211	-0.056982179	-0.076858815	-1.015304523	-0.690800383	0.105861897	0.075210684	0.077241219	-0.298687243	-0.026258879	0.006851891	-0.183815538	0.174796528	-0.139143094	-0.669188049	0.234873179	-0.228058914	-0.161521644	0.044747958	0.127364698	-0.331470642	-0.012728478	0.086606637	0.143997026	0.671718069	-0.130145158	0.141963987	0.194208108	-0.179612205	-0.099237243	-0.011622768	-1.509128103	-0.042668245	0.122329108	-0.122841281	0.198383348	-1.014424769	-0.193366407
AZD5363_H23	KRAS_mutant	AZD5363 	H23	NotSensitive	3247	0.056940608	5.940935873	3.383567815	-0.015704304	0.123964018	0.135549478	-0.015854071	0.01411135	-0.238682753	-0.258907144	0.239177906	0.274902062	-0.372469703	0.824057642	0.306874801	0.378709111	0.267467843	0.3706532	0.277145756	0.126755514	0.194276426	-0.129624127	0.25760557	0.01411135	0.53348551	0.118694318	-0.029649035	0.464144271	-0.205669857	0.121752073	0.31991978	0.192777947	0.19459013	0.263709616	0.836172727	0.733166747	0.224396847	-0.134752036	0.845024102	-0.085818901	0.421596717	-0.02151256	0.143819252	-0.528773818	0.347896556	0.425493679	0.276309653	-0.180772819	0.28873373	0.146431398	0.126647679	-0.161099135	-0.740440055	-0.456208584
AZD5363_H2347	KRAS_mutant	AZD5363 	H2347	NotSensitive	57024.33	1	3.96608558	1.981906016	0.411472549	-0.508952782	-0.548815802	-0.425168805	-0.516286463	0.658595765	0.41903254	0.596566209	-0.564012465	0.065531768	1.334020604	-0.734687873	-0.807724584	-0.538231052	-0.626543175	0.37054648	-0.766720833	-1.204626705	0.592360261	0.480241344	0.148943377	0.257630267	-0.493047664	-0.340209235	0.436897785	-0.154094498	0.892515471	-0.639486449	-0.997961156	0.249070731	-0.575762131	0.23771718	1.127569727	-0.27396208	-0.73404679	0.296924154	0.36675739	0.036537191	-0.295287277	0.887760826	-1.230022677	-0.416585309	-0.429294455	-0.46183868	-1.077397673	-0.684683995	0.171071365	0.665891502	-0.276101518	-1.579648525	0.533329412
AZD5363_H3122	Wild_type	AZD5363 	H3122	Sensitive	1737	0.030460682	4.937531818	1.887970377	-0.365933843	-0.334649471	-0.246392072	-0.285722567	-0.303974376	-0.249926792	-0.443505086	-0.376118245	-0.279445974	-0.286758725	0.611808922	-0.076354109	-0.3239977	-0.298855706	-0.28759048	-0.353663395	-0.36258509	-0.609844129	-0.500088614	-0.231892502	-0.243480477	0.513833763	0.190800763	-0.164320939	0.098129984	0.408837292	-0.491868106	0.385435468	0.011492637	0.006011782	-0.209411774	0.720262941	0.576995367	0.446738145	-0.234409486	0.414747635	-0.165564845	-0.121364611	-0.196766912	0.280081479	-0.317660153	0.239582053	-0.325485429	-0.22145417	-2.376556289	-0.047083264	-0.137281073	0.012305261	-0.189396505	0.055161742	-0.189032693
AZD5363_H358	KRAS_mutant	AZD5363 	H358	NotSensitive	9952.67	0.174533747	5.610744694	3.524000461	-0.266212647	0.377418408	0.106439857	0.158032344	0.327251445	-0.111665379	0.056766935	-0.135434987	0.273496465	0.086065756	-0.030699304	0.360933591	0.488689138	0.479133976	0.271817668	-0.126860251	-0.846157678	-0.984608942	0.008510515	0.131451745	0.048989585	0.165634503	-0.028644907	-0.289232318	0.31202399	0.31692279	-0.201237045	-0.376966196	0.309762712	0.054007659	0.348794868	0.088712722	0.578810531	0.157381758	-0.085147088	0.078681269	-0.183933504	0.261860417	0.151169979	0.02057142	-1.339339736	0.041868851	0.249039507	0.332919214	-1.074228974	-0.148202283	-0.153318591	0.056407056	0.122990166	-1.224749717	0.087983716
AZD5363_H441	KRAS_mutant	AZD5363 	H441	Sensitive	810	0.014204463	5.199450349	3.556341034	0.780280535	-0.084365619	-0.309875568	-0.289455463	-0.236516315	0.196635333	0.087010842	0.297180414	-0.207709589	0.369119375	1.514340993	-0.083021763	-0.052082506	-0.10840954	-0.203950421	-0.152372296	-0.007697117	-0.224087922	0.421914107	0.18728771	0.149942098	1.500120823	-0.22653095	-0.270167529	-0.140399654	-0.20751385	-0.124005216	0.459359849	0.369779256	0.412678786	-0.268544519	1.638031459	1.473038015	0.025208667	0.013928492	1.34279735	-0.147807604	0.441490012	-0.329877453	-0.335176174	-0.184940965	-0.038249369	-0.276562539	-0.262218399	-1.300438569	-0.12990728	-0.091490054	0.110590716	0.192915201	-0.320671994	0.043312299
AZD5363_H522	Wild_type	AZD5363 	H522	NotSensitive	15864	0.278197043	5.409701149	3.624123983	-0.769737365	0.19565048	0.026432112	0.018229039	0.104742058	-0.179017848	-0.449213123	0.784406554	0.034155144	1.285173927	1.396559021	0.211895372	0.276894324	0.23306561	0.137516304	0.92155652	-1.231490811	-0.703059197	0.39862013	0.551521759	0.496246363	-0.274487135	0.020347972	-0.186646795	0.435481727	0.351978918	-0.053975264	0.020807908	0.809083783	0.356509152	0.191790481	0.420941609	0.680434625	0.190636853	-0.493839102	0.042639974	0.283648073	1.295143407	-0.13660515	0.296511471	0.409645291	0.172129084	0.208721867	0.078542178	-1.501546654	-0.013100582	-0.141533727	0.247027647	-0.131169769	-0.795918915	0.022855322
AZD5363_H820	EGFR_mutant	AZD5363 	H820	NotSensitive	10251	0.179765374	5.917360811	2.687196782	-0.019114877	0.165662887	-0.072978698	-0.039883799	0.073774447	-0.486950001	-0.009187002	0.138205786	-0.019603618	0.152431181	0.980678621	0.017964605	0.014191937	0.11634388	-0.035020301	0.302274095	-0.199859837	-0.258759148	0.302757005	0.03388172	-0.019834246	0.356987565	-0.234647047	0.247970838	-0.167884748	-0.221731637	0.518944276	0.221443688	-0.819775459	-0.098824214	-0.016528977	0.920831992	0.320518444	0.135068284	-0.360312737	1.216233112	0.052213543	0.257780689	0.127629687	0.150469664	-0.660322171	0.400533564	-0.157308153	-0.067460043	-1.335799175	0.271264457	-0.169489418	0.188373567	-0.476691921	-0.503951694	-0.016190389
AZD5363_HCC2935	EGFR_mutant	AZD5363 	HCC2935	Sensitive	539.2	0.009455613	3.560710616	0.999225633	0.134009749	-0.538782701	-0.539849021	-0.860982391	-0.514946236	-1.100526778	-0.08453351	-0.041720427	-0.780665387	-0.508611789	0.402651897	-0.569960337	-0.645716827	-0.783321393	-0.777629384	-0.34459635	-0.549126834	-0.934044988	-0.448587081	-0.517492918	-0.276064968	1.760364158	-0.164332541	-0.418571288	-0.43085826	-0.398193989	-0.424469554	0.50766056	-0.932594445	0.610928532	-0.881879439	0.771753676	1.435947618	0.214191207	-0.49957101	0.972885889	0.330503989	-0.910572996	0.333779121	-0.779963045	-1.766908513	0.08098439	-0.619356427	-0.865771215	-5.375644095	-0.009765742	-0.049055615	-0.06960251	-0.08612501	-0.266893957	-0.399044134
AZD5363_HCC4006	EGFR_mutant	AZD5363 	HCC4006	NotSensitive	9361.67	0.16416975	6.315581237	1.926087734	0.111407908	0.768836464	0.342597676	0.582033065	0.397588239	-0.508438135	-0.129708785	0.313121899	0.420692625	0.417591165	0.784122644	0.228720752	0.207532733	0.640020889	0.373466993	0.19252461	0.778212265	0.491457397	0.228444184	0.414050808	-0.403085135	0.486861319	0.06165402	-0.017794979	0.057756054	-0.373701328	-0.460636158	0.325612843	-0.063067148	-0.092045356	0.545559769	1.04441506	1.486054276	0.404215988	-0.469174326	1.042364431	-0.400076385	0.167208796	0.137483246	0.107530024	-0.167600741	0.179348779	0.151661878	0.51403148	-2.619589922	0.023587065	-0.287607918	0.180387747	-0.173402678	-0.069246178	-0.116995493
AZD5363_HCC44	KRAS_mutant	AZD5363 	HCC44	NotSensitive	2928.33	0.051352291	4.957099829	2.682834395	-0.64335031	-0.194661307	-0.181722251	0.064116697	0.074446361	-0.934823565	0.364897161	0.085347668	0.039985035	0.862602983	0.773156043	0.093367684	0.038882533	-0.07949749	0.055985338	0.14181462	-0.611406747	-0.419686624	0.14656641	0.262690141	-0.88911724	0.197267066	-0.079620155	0.0263001	0.101467333	-0.15125333	-0.10087114	-0.126866349	-0.163668324	0.115095012	0.070543259	1.10597001	0.795322748	0.387306373	-0.26996962	0.923883696	0.25527267	0.38782245	0.143054442	0.64935055	-1.093887836	-0.609045158	-0.024596175	0.069314487	-2.4297121	-0.097608353	-0.090502167	-0.155103452	-0.272307609	-1.394157365	-0.007761736
AZD5363_HCC827	EGFR_mutant	AZD5363 	HCC827	NotSensitive	11847.67	0.207765177	3.890382931	2.107348139	-0.528711929	-0.004269983	0.050716372	0.101935316	-0.196701395	-1.084288503	-0.501086596	-0.122502958	0.030218445	-0.258489937	-0.276289092	0.15384482	0.254255891	-0.006860904	0.055164335	-0.167662862	-0.186771685	-0.358069468	-0.274779124	-1.574259999	0.019745568	-0.093086928	0.02729793	-0.001145611	0.205274172	0.130996736	-0.660951807	0.532435858	-0.190966483	0.114549934	-1.635352481	0.214596851	-0.072350984	0.324093282	-0.28258509	-0.125734402	-0.143518487	-1.167399331	-0.401864585	-0.628990852	-0.891564735	1.32524973	0.036135189	0.101106014	-2.255873966	0.445894039	-1.136452172	-0.194018487	0.13390264	-0.364355982	0.049928573
